slope_angle,wolf_prob,rain_mm,cold_resistance,is_safe
26.23,0.037,5.84,Medium,1
12.0,0.312,36.54,Low,1
17.34,0.048,74.57,High,1
25.49,0.394,27.88,Low,1
2.79,0.258,19.16,Medium,0
47.27,0.166,17.33,High,1
18.64,0.368,114.34,Medium,0
1.0,0.142,3.05,Medium,1
2.07,0.176,7.53,Medium,1
40.76,0.147,27.41,High,1
28.68,0.54,39.83,Medium,0
24.0,0.328,13.98,High,1
32.41,0.308,39.29,High,1
41.72,0.469,50.87,High,0
44.04,0.784,25.28,Medium,0
42.46,0.881,12.52,Low,1
4.25,0.0,16.97,Medium,1
1.0,0.728,2.12,Low,1
39.12,0.575,110.74,Low,0
40.83,0.276,38.41,Low,0
48.5,0.338,27.15,Medium,0
33.17,0.019,10.38,Medium,1
12.94,0.213,78.78,High,1
37.24,0.13,1.69,High,1
15.35,0.074,88.6,Medium,0
23.64,0.618,27.2,Medium,0
25.37,0.141,14.93,Medium,1
20.05,0.789,60.46,High,1
22.19,0.193,99.04,Low,0
34.15,0.349,34.74,Medium,0
23.89,0.468,26.75,Medium,1
24.14,0.682,11.99,Low,1
42.49,0.58,28.26,Medium,0
21.82,0.214,19.71,High,1
56.63,0.297,9.89,High,1
40.59,0.645,26.19,Medium,0
16.31,0.339,111.97,High,0
20.89,0.001,26.77,High,1
51.08,0.703,148.3,Low,0
12.81,0.315,58.4,Low,0
23.35,0.497,32.01,Medium,1
27.05,0.045,10.5,High,1
58.16,0.452,46.34,Medium,0
16.31,0.17,10.4,High,0
18.2,0.178,83.72,High,0
35.5,0.598,39.39,Medium,0
1.0,0.043,1.03,Medium,1
8.88,0.157,20.52,High,1
15.41,0.0,28.04,High,1
22.51,0.447,30.02,Low,1
38.67,0.683,82.5,Low,0
21.32,0.378,2.33,High,1
20.4,0.109,30.53,High,1
54.69,0.545,38.21,Low,0
62.89,0.433,59.07,Low,0
16.33,0.011,78.4,Medium,1
25.7,0.203,50.63,High,1
7.22,0.053,20.41,Medium,1
39.14,0.241,25.6,Medium,0
50.88,0.597,36.73,Low,0
15.03,0.198,1.88,Medium,0
14.23,0.012,14.06,Medium,1
45.23,0.294,27.01,Low,0
62.74,0.502,63.75,Low,0
53.16,0.357,123.97,Low,0
34.96,0.759,65.58,Medium,0
15.14,0.304,2.4,Medium,1
32.51,0.782,0.0,Medium,1
43.48,0.463,16.0,Medium,1
1.0,0.278,59.84,Low,1
54.18,0.558,57.87,Low,0
58.28,0.462,5.88,Medium,1
10.02,0.031,117.23,High,1
14.62,0.096,14.97,High,1
12.0,0.281,37.49,High,1
52.66,0.28,0.0,Medium,1
40.7,0.488,18.66,Medium,1
30.11,0.592,101.09,Low,0
28.87,0.111,19.69,High,1
1.0,0.137,23.63,Medium,1
22.73,0.069,59.55,Low,0
51.62,0.202,5.57,Medium,1
22.33,0.545,45.68,High,1
8.18,0.026,6.49,High,1
1.0,0.345,4.47,High,1
23.04,0.11,46.78,Medium,0
21.49,0.581,63.31,Medium,0
18.32,0.738,22.24,Medium,1
42.64,0.047,14.33,Medium,1
28.46,0.632,27.27,Low,1
33.95,0.497,42.72,Medium,0
12.66,0.225,14.81,High,1
49.02,0.298,15.67,Medium,1
21.85,0.919,98.27,High,0
18.71,0.102,28.04,Medium,0
46.82,0.524,60.63,Medium,0
16.65,0.147,60.14,Medium,1
4.98,0.031,12.49,Medium,1
10.54,0.073,87.29,Medium,1
54.9,0.317,33.81,High,0
48.1,0.592,93.83,Low,0
33.25,0.516,29.69,Medium,0
12.77,0.188,14.39,Medium,1
45.22,0.677,9.68,Low,1
29.46,0.416,8.98,Low,1
41.41,0.363,53.33,Low,0
20.4,0.208,84.98,Medium,0
20.94,0.382,44.09,Low,0
22.7,0.081,54.46,Medium,0
16.64,0.707,30.86,Low,1
43.92,0.5,37.93,Medium,1
22.25,0.646,18.35,Medium,0
41.85,0.385,11.02,High,1
8.48,0.055,16.57,Medium,1
31.26,0.411,28.63,Low,0
47.05,0.752,85.92,High,0
15.51,0.201,11.64,High,1
49.77,0.619,45.5,Medium,0
14.68,0.31,23.54,Medium,1
22.91,0.256,7.13,High,1
63.02,0.275,45.79,Medium,0
21.53,0.706,1.02,Low,1
38.45,0.815,32.75,Medium,0
37.93,0.246,58.56,High,0
23.11,0.223,81.69,Medium,0
39.15,0.322,23.73,Medium,0
37.0,0.517,67.25,Low,0
34.86,0.262,64.25,Medium,0
23.96,0.2,11.03,Medium,0
47.85,0.433,1.32,Medium,1
51.27,0.286,69.1,Low,0
20.53,0.126,51.06,Medium,1
39.66,0.619,33.06,Low,0
23.11,0.503,20.6,Medium,1
33.66,0.379,106.65,Low,0
29.1,0.731,20.63,Medium,1
26.63,0.068,51.34,Low,1
40.11,0.522,7.55,Medium,1
21.53,0.039,0.0,High,1
14.03,0.361,5.35,Medium,1
26.79,0.537,46.34,Low,1
16.72,0.212,13.85,High,1
15.46,0.381,53.9,Medium,0
44.98,0.146,16.94,Medium,1
16.98,0.196,2.49,High,1
51.14,0.129,2.78,Medium,1
46.49,0.092,11.08,Low,1
1.0,0.073,1.63,Medium,1
53.66,0.418,45.95,High,0
44.31,0.548,59.56,High,0
19.09,0.083,58.74,High,1
49.84,0.418,44.62,High,0
27.72,0.534,26.83,High,1
23.99,0.244,9.04,Medium,1
47.0,0.022,33.1,Medium,0
44.34,0.261,22.11,Medium,0
51.22,0.125,13.24,High,0
22.91,0.046,67.84,Medium,0
17.85,0.31,33.12,Medium,1
16.52,0.227,123.94,Medium,0
12.34,0.285,11.29,High,1
13.05,0.165,35.71,Medium,1
41.64,0.249,10.49,Medium,1
45.71,0.044,17.33,Medium,1
11.19,0.456,7.26,Medium,1
32.99,0.579,17.53,Medium,1
3.78,0.078,0.0,Medium,1
29.88,0.319,89.96,Medium,0
53.12,0.499,32.78,Medium,0
5.67,0.0,15.37,High,1
40.5,0.512,0.01,Low,1
52.44,0.048,7.73,Medium,1
12.18,0.087,92.7,Low,1
48.11,0.253,10.46,High,1
3.09,0.07,29.83,Low,1
35.81,0.084,0.0,Medium,1
14.19,0.013,4.55,High,1
37.97,0.411,32.59,Low,1
43.28,0.707,52.05,High,0
42.93,0.619,23.69,Low,0
34.87,0.366,66.43,High,0
23.87,0.728,16.15,Low,1
52.93,0.14,0.0,Medium,1
32.79,0.475,4.87,High,1
43.33,0.111,4.13,Low,1
36.68,0.6,14.98,Low,1
11.8,0.103,28.83,Medium,1
56.58,0.603,37.94,Low,0
16.22,0.067,0.0,High,1
5.06,0.423,17.92,High,1
35.75,0.481,21.48,Medium,1
41.97,0.342,11.78,Low,1
9.85,0.102,15.84,Medium,1
8.22,0.077,94.83,High,1
49.85,0.175,12.14,Low,1
34.36,0.815,42.45,Medium,0
36.42,0.139,1.59,Medium,1
29.35,0.491,11.8,Medium,1
32.75,0.005,20.89,Low,1
36.35,0.501,67.9,Low,0
22.92,0.107,87.58,Medium,0
38.09,0.548,34.99,Low,0
13.66,0.151,65.4,High,1
23.27,0.234,0.0,Medium,1
9.0,0.434,22.44,Medium,1
18.7,0.486,26.42,High,1
8.91,0.449,16.05,Low,1
15.69,0.2,0.35,Medium,1
50.67,0.146,12.53,High,1
37.54,0.337,10.68,Medium,1
10.78,0.088,44.0,Medium,1
31.23,0.07,11.1,Medium,1
25.75,0.76,38.84,High,1
11.16,0.271,3.49,High,1
20.71,0.058,71.43,High,1
26.63,0.772,27.12,Low,1
58.24,0.237,26.06,Low,1
15.61,0.0,26.33,Low,1
25.5,0.607,18.9,Low,1
18.31,0.298,19.61,Medium,1
53.36,0.099,13.23,Low,1
8.55,0.095,0.0,Medium,1
6.77,0.053,80.04,Medium,1
39.43,0.341,1.95,Medium,1
43.63,0.631,32.92,Low,0
19.81,0.784,56.68,Low,0
33.6,0.053,8.47,Medium,1
29.62,0.139,62.99,Medium,0
10.35,0.004,17.86,High,1
27.05,0.64,0.5,Low,1
4.82,0.04,9.71,High,1
24.86,0.0,7.61,Medium,1
33.39,0.634,39.6,Low,0
20.28,0.184,9.88,High,0
43.83,0.411,51.06,High,0
12.52,0.06,61.85,Medium,1
3.62,0.19,6.53,Medium,1
29.31,0.693,53.7,High,0
14.27,0.452,8.41,High,1
9.0,0.099,16.68,Medium,1
27.52,0.732,35.4,Medium,1
43.76,0.8,42.92,High,0
36.85,0.096,0.0,Low,1
18.86,0.395,29.26,Medium,1
37.34,0.56,57.02,Low,0
28.17,0.621,39.11,Low,0
26.04,0.523,0.0,Low,1
42.68,0.362,80.04,Medium,0
3.58,0.058,43.18,High,1
21.29,0.031,10.66,High,1
50.68,0.235,2.3,High,1
2.83,0.109,123.78,Low,1
14.47,0.055,8.46,High,1
6.4,0.036,52.52,Medium,1
47.63,0.695,51.34,Medium,1
29.07,0.299,25.76,Low,1
55.82,0.184,13.5,Medium,0
18.26,0.311,36.99,Medium,1
1.6,0.412,38.17,Medium,1
15.06,0.23,78.75,High,0
44.61,0.112,9.11,Low,1
13.14,0.199,33.69,Medium,1
46.92,0.226,30.95,High,0
47.77,0.517,123.48,Medium,0
40.56,0.66,52.35,Medium,0
40.82,0.262,35.88,Low,0
3.8,0.251,14.3,High,1
12.8,0.178,57.39,Medium,1
18.42,0.469,32.95,Low,1
41.42,0.047,0.0,Low,1
50.51,0.277,0.0,High,1
19.21,0.0,38.99,High,1
23.62,0.386,27.68,Medium,1
32.28,0.127,48.51,High,0
49.65,0.184,33.13,Low,0
41.97,0.401,3.82,High,0
11.28,0.248,59.74,Low,1
14.32,0.332,0.0,High,1
54.6,0.277,4.02,High,1
40.54,0.734,83.44,Medium,0
39.91,0.327,12.29,Medium,1
32.63,0.65,15.06,Medium,1
31.59,0.247,30.93,High,1
29.6,0.104,7.34,Medium,1
49.0,0.132,11.89,Medium,1
38.1,0.081,1.71,High,1
3.43,0.567,65.03,Medium,1
36.03,0.43,31.55,Low,0
49.57,0.659,31.31,High,0
33.89,0.238,11.26,High,1
23.73,0.352,94.21,Low,1
27.21,0.713,19.93,High,1
39.46,0.439,72.04,Medium,0
31.73,0.105,114.7,Low,0
26.27,0.568,7.72,High,1
16.38,0.085,34.44,Medium,1
20.75,0.116,3.83,Medium,1
22.52,0.008,49.78,Medium,1
17.64,0.022,5.72,Medium,1
38.17,0.392,18.86,Low,0
47.01,0.599,73.23,Medium,0
28.47,0.604,18.38,Medium,1
34.08,0.562,19.43,Medium,1
30.08,0.672,150.0,Medium,0
38.33,0.598,40.45,High,0
4.53,0.145,58.88,Low,1
52.72,0.299,8.82,High,1
54.28,0.389,43.56,Medium,0
37.31,0.471,10.88,Low,1
4.26,0.324,87.71,High,1
8.4,0.318,44.79,Medium,1
58.17,0.275,8.34,Low,1
43.89,0.259,13.61,Medium,1
48.78,0.28,50.41,Medium,0
44.09,0.295,24.81,High,0
7.96,0.273,42.44,Medium,1
27.95,0.502,41.67,Medium,1
60.2,0.711,88.91,Low,0
12.96,0.129,61.17,Medium,1
10.42,0.029,18.86,High,1
48.47,0.806,6.24,Medium,1
30.82,0.043,18.95,Medium,0
13.44,0.045,22.86,High,1
29.39,0.305,0.0,Low,1
31.94,0.314,24.64,Low,1
18.04,0.166,74.21,Medium,1
8.83,0.124,0.0,Medium,0
3.26,0.032,8.56,High,1
47.13,0.504,37.65,Low,0
26.62,0.283,17.63,High,1
26.75,0.381,58.92,Medium,0
29.92,0.499,41.91,Low,0
25.84,0.347,127.68,Medium,0
22.56,0.164,27.01,Medium,1
32.45,0.164,52.96,Medium,1
13.05,0.148,23.65,High,1
46.89,0.905,53.27,Medium,0
32.48,0.654,25.25,Low,0
54.07,0.118,10.33,Low,1
24.5,0.439,37.4,Low,0
53.53,0.033,17.43,Low,1
13.28,0.074,63.81,Low,0
42.08,0.511,47.42,High,0
43.16,0.272,14.53,Low,1
12.04,0.194,57.08,High,0
21.39,0.104,24.75,High,1
19.91,0.155,13.59,High,1
7.4,0.053,22.88,High,1
14.6,0.156,5.72,Medium,1
26.06,0.404,56.48,Medium,1
10.22,0.185,42.52,Medium,1
48.76,0.196,25.4,Low,0
32.36,0.57,14.97,Medium,1
19.35,0.803,52.39,Low,0
5.36,0.068,11.9,Medium,1
1.0,0.135,10.71,Low,0
5.06,0.142,45.27,Low,1
46.75,0.207,14.48,Medium,1
15.18,0.069,96.58,Medium,1
15.32,0.281,7.69,Medium,1
3.29,0.106,59.97,Low,1
34.09,0.742,7.1,High,1
16.45,0.269,41.79,Low,1
43.65,0.097,11.88,Medium,1
52.12,0.72,73.06,Medium,0
54.42,0.323,30.4,Medium,0
29.26,0.379,51.32,High,0
32.45,0.582,46.2,Medium,0
26.61,0.188,46.24,Medium,1
43.64,0.161,12.89,Medium,1
49.47,0.377,61.38,Medium,0
18.1,0.394,24.95,Low,0
54.02,0.789,17.79,High,0
39.88,0.469,150.0,High,0
18.98,0.423,7.79,Medium,1
54.75,0.617,35.89,Medium,0
55.28,0.023,4.87,High,1
12.46,0.292,16.15,Medium,1
43.12,0.192,4.94,High,1
49.06,0.202,41.61,Medium,0
57.75,0.3,3.13,Medium,1
40.84,0.348,51.07,Medium,0
5.03,0.428,14.99,High,1
28.01,0.822,58.89,Low,1
17.26,0.109,13.46,Medium,1
58.04,0.149,18.28,Low,0
38.77,0.173,7.57,Medium,1
25.36,0.488,11.69,High,1
53.41,0.741,89.49,Medium,0
43.71,0.607,56.55,Medium,0
40.85,0.075,60.87,High,0
39.25,0.77,29.43,High,1
32.45,0.388,30.49,Medium,0
23.27,0.712,31.55,Low,0
23.28,0.289,65.37,Low,0
5.48,0.269,19.48,Medium,1
21.22,0.051,62.57,Medium,0
17.53,0.148,0.0,Medium,1
12.64,0.279,2.16,Medium,1
44.87,0.812,66.73,Low,0
56.75,0.225,55.77,Medium,0
20.25,0.221,20.82,Medium,0
29.84,0.341,69.84,Medium,0
23.1,0.07,0.0,High,1
15.68,0.0,12.28,Medium,1
1.0,0.305,33.51,Medium,1
32.11,0.681,46.09,Medium,0
41.69,0.219,24.92,Medium,1
18.11,0.156,9.91,High,1
51.06,0.157,28.6,High,1
64.22,0.319,112.82,Medium,0
35.31,0.478,19.33,Low,1
9.85,0.595,26.16,Low,1
16.99,0.241,53.46,Low,0
43.82,0.317,15.95,Medium,1
44.65,0.619,91.14,High,0
53.66,0.313,5.33,Low,1
12.33,0.143,1.52,Medium,1
27.0,0.046,2.1,Low,1
14.63,0.257,21.0,High,1
12.37,0.108,20.27,High,1
47.18,0.185,18.08,Low,1
29.2,0.654,12.36,Low,1
19.49,0.095,2.95,Medium,1
52.73,0.28,26.4,Low,0
34.21,0.549,43.27,Medium,0
12.18,0.185,34.46,Medium,1
16.77,0.329,27.03,Medium,1
27.43,0.773,71.42,Low,0
12.1,0.066,78.48,Medium,1
38.47,0.253,7.12,Medium,1
5.64,0.023,0.0,Medium,1
60.39,0.358,52.84,Low,0
28.73,0.604,19.52,Low,1
34.57,0.321,5.89,Medium,1
22.87,0.067,34.5,Medium,1
23.33,0.498,36.58,Medium,0
58.16,0.193,32.35,Medium,0
17.83,0.139,36.92,Low,1
22.74,0.138,37.12,Medium,1
54.97,0.36,36.1,Medium,0
15.47,0.136,33.84,Low,1
11.66,0.349,79.37,Medium,0
36.41,0.508,37.95,Low,0
9.34,0.422,17.92,Medium,1
39.33,0.412,8.96,Low,1
50.34,0.51,49.97,Medium,0
31.61,0.622,29.75,Low,1
14.9,0.098,29.93,Medium,1
38.31,0.706,61.11,High,0
60.92,0.295,37.41,Medium,0
56.78,0.077,12.53,High,1
36.39,0.38,35.45,Medium,0
33.28,0.292,4.03,Medium,1
1.0,0.167,0.0,Medium,1
54.88,0.245,58.89,Low,0
48.81,0.136,10.17,Low,1
37.01,0.381,57.08,Medium,0
17.24,0.175,18.42,High,1
37.09,0.672,104.39,High,0
22.94,0.156,93.04,High,0
11.24,0.141,7.24,Medium,1
17.69,0.058,9.57,High,1
41.43,0.705,52.12,Medium,0
12.08,0.045,62.26,Medium,1
43.68,0.0,18.07,Medium,1
49.09,0.455,50.12,Low,0
50.28,0.369,18.67,High,1
38.59,0.578,43.58,Low,0
3.09,0.359,20.03,Medium,1
30.08,0.543,44.92,Medium,0
22.32,0.142,46.52,Low,0
36.09,0.176,28.31,High,1
31.85,0.383,75.36,Low,0
42.83,0.523,22.03,Medium,1
25.89,0.683,8.5,High,1
29.45,0.304,57.95,High,0
9.91,0.028,15.05,Medium,1
8.26,0.272,30.05,High,1
26.78,0.188,76.12,Low,1
17.38,0.135,15.6,High,1
40.5,0.532,6.5,Medium,1
32.22,0.143,13.83,Medium,1
51.77,0.315,29.19,High,0
4.13,0.165,58.09,Medium,1
40.6,0.592,23.31,Low,0
13.24,0.0,14.73,Medium,1
45.51,0.384,51.21,Low,0
41.04,0.446,34.38,Medium,1
37.79,0.546,48.78,Medium,0
40.01,0.207,7.99,Low,0
31.01,0.218,18.96,Medium,1
21.52,0.451,39.89,Medium,1
50.91,0.52,25.58,Medium,0
54.63,0.451,64.18,High,0
43.32,0.562,69.88,Low,0
34.99,0.603,83.74,Medium,0
28.02,0.384,40.62,Low,0
2.9,0.042,30.66,High,1
45.42,0.109,17.15,Medium,1
48.06,0.098,2.79,Medium,1
28.51,0.399,20.71,Low,1
17.83,0.709,12.84,High,1
18.53,0.097,68.81,High,0
60.21,0.147,12.97,Medium,1
51.46,0.397,9.95,Medium,1
21.77,0.086,95.33,Medium,0
17.82,0.737,27.6,Low,0
23.64,0.431,45.0,Low,1
16.64,0.348,62.14,Medium,0
47.62,0.347,84.37,High,0
41.75,0.021,8.73,Medium,1
12.31,0.142,49.85,Medium,1
12.74,0.022,41.9,Medium,1
42.92,0.468,22.13,Low,1
16.33,0.1,11.86,High,1
18.21,0.075,14.01,Low,1
38.29,0.191,47.44,Low,1
44.34,0.502,94.74,Low,0
33.14,0.572,21.87,High,1
7.73,0.0,27.35,High,1
54.67,0.058,10.06,Low,0
25.25,0.488,24.73,Medium,1
42.26,0.281,13.99,Medium,1
27.4,0.3,43.24,Medium,0
18.31,0.046,30.94,High,1
30.18,0.045,25.95,High,1
12.06,0.124,8.44,High,1
21.44,0.852,18.86,Medium,1
2.54,0.161,25.06,Medium,1
18.63,0.262,2.05,Medium,1
17.73,0.638,18.58,High,1
43.16,0.215,6.67,High,1
54.44,0.483,31.7,Medium,0
55.9,0.414,90.06,Medium,0
45.71,0.674,18.39,Low,0
61.37,0.622,36.06,Medium,0
11.02,0.108,43.51,Medium,1
14.33,0.464,59.17,Medium,0
44.14,0.147,13.85,Low,1
63.57,0.287,86.77,High,0
46.46,0.052,123.04,Medium,0
33.62,0.496,27.76,High,1
45.01,0.724,44.95,High,0
45.03,0.089,1.69,Medium,1
44.86,0.41,46.87,Low,0
26.94,0.181,29.22,Medium,1
24.18,0.714,18.31,High,1
39.73,0.683,35.58,Medium,0
41.22,0.394,71.84,Low,0
45.51,0.148,13.96,High,1
7.96,0.228,31.88,High,1
13.51,0.049,27.91,High,1
20.35,0.278,42.95,Low,1
37.66,0.733,43.28,Low,0
36.64,0.513,42.94,Medium,0
30.84,0.666,26.47,Low,0
55.0,0.741,99.47,Low,0
37.0,0.593,54.11,Low,0
51.51,0.359,0.21,Medium,0
23.37,0.405,38.86,Medium,1
25.4,0.157,63.82,Medium,0
19.22,0.017,0.63,High,1
24.43,0.279,65.92,Medium,0
52.41,0.437,57.35,Medium,0
21.29,0.708,0.0,Low,1
15.71,0.075,50.25,Low,1
21.61,0.025,10.63,High,1
13.38,0.23,12.64,High,1
26.28,0.47,29.0,Medium,1
52.23,0.184,6.37,Medium,1
12.72,0.024,14.2,High,1
10.36,0.179,5.88,High,1
56.08,0.632,55.29,Low,0
41.93,0.745,75.28,Low,0
40.58,0.56,22.45,Low,1
40.99,0.153,15.55,High,1
50.11,0.443,49.38,Medium,0
47.45,0.277,1.89,Low,1
19.87,0.248,58.37,Medium,1
18.56,0.503,27.98,Medium,1
49.39,0.763,67.42,Low,0
54.33,0.367,63.02,Low,0
56.77,0.218,2.19,Medium,1
10.09,0.294,91.7,Medium,1
2.28,0.173,3.25,High,1
29.71,0.448,76.48,Medium,0
29.37,0.706,28.14,Low,0
46.08,0.71,19.99,Low,0
17.87,0.204,75.59,High,0
16.28,0.026,30.2,Medium,1
28.88,0.207,22.77,Medium,1
26.12,0.599,41.8,Medium,0
34.76,0.384,78.84,Medium,0
37.72,0.635,15.97,Medium,1
54.4,0.418,69.68,Low,0
45.89,0.231,11.02,Medium,1
27.06,0.531,26.97,Medium,1
19.65,0.0,37.41,Medium,1
44.93,0.156,3.47,High,1
22.66,0.046,30.83,Medium,1
21.91,0.542,19.46,Medium,1
4.44,0.195,54.13,Medium,1
33.77,0.221,15.23,High,1
35.83,0.668,36.2,Medium,0
16.13,0.006,28.71,High,1
19.7,0.225,25.38,Medium,1
37.86,0.246,11.56,Low,1
42.6,0.277,24.98,Low,1
38.43,0.63,27.65,Low,0
20.15,0.172,83.33,Low,1
5.7,0.307,14.2,High,1
21.36,0.578,28.32,Medium,1
38.74,0.4,102.67,Medium,0
25.78,0.199,90.96,Medium,0
42.12,0.161,14.51,Low,1
6.23,0.072,17.95,High,1
31.49,0.638,100.69,Medium,0
51.09,0.455,95.01,High,0
22.04,0.317,46.27,Low,0
56.89,0.301,48.42,Low,0
16.26,0.604,52.79,Low,0
51.34,0.419,13.35,High,1
18.91,0.28,23.55,Medium,1
23.68,0.188,86.09,Low,0
60.36,0.022,25.35,Medium,0
24.77,0.545,17.49,Medium,1
29.42,0.147,10.48,Low,1
43.97,0.101,16.08,Medium,1
15.56,0.481,89.09,Medium,0
8.79,0.449,76.94,High,1
19.33,0.358,5.1,Medium,1
10.34,0.218,52.04,Medium,1
44.73,0.122,4.24,Medium,1
17.36,0.041,5.38,High,1
54.66,0.392,8.86,Medium,1
32.43,0.395,90.61,Medium,0
1.0,0.501,4.47,Medium,1
36.72,0.081,59.46,Low,0
12.08,0.103,17.75,High,1
47.28,0.052,7.83,Low,1
28.08,0.612,76.3,Low,0
7.92,0.366,22.34,Medium,1
55.85,0.327,54.48,Low,0
16.04,0.151,12.34,Medium,0
42.61,0.533,91.6,Medium,0
17.29,0.093,5.87,Medium,1
29.29,0.258,113.47,Medium,0
1.0,0.153,45.33,Low,1
40.11,0.434,72.07,Medium,0
22.67,0.593,71.98,Medium,0
36.97,0.431,11.97,High,1
14.23,0.612,29.41,Low,1
40.41,0.304,31.22,Low,0
10.44,0.0,0.5,Medium,1
21.58,0.135,1.86,Medium,1
8.49,0.119,48.58,Low,1
18.39,0.144,16.61,Medium,1
46.25,0.06,7.35,Medium,1
13.35,0.09,12.27,High,1
7.44,0.23,75.59,Medium,1
46.48,0.634,29.49,Low,0
38.78,0.294,85.61,Low,0
3.5,0.044,36.37,Low,1
49.93,0.028,8.25,High,1
51.64,0.4,14.57,Medium,1
18.34,0.097,11.26,Medium,1
16.74,0.268,10.58,High,1
11.44,0.837,9.89,Medium,1
39.2,0.507,23.71,Low,0
40.41,0.661,58.48,Low,0
28.11,0.0,5.29,Medium,0
43.05,0.051,36.78,Medium,1
46.04,0.284,7.3,Medium,1
38.14,0.586,12.45,Low,1
33.75,0.521,17.6,Medium,1
4.67,0.292,38.02,Medium,1
44.4,0.841,31.76,Medium,0
65.0,0.648,79.22,Medium,0
26.66,0.213,59.64,Medium,0
35.23,0.408,45.19,High,0
7.71,0.129,5.16,Medium,1
10.15,0.536,44.63,Medium,1
30.65,0.017,1.48,Medium,1
45.42,0.041,25.0,Low,1
41.18,0.263,49.68,Low,0
1.27,0.278,67.51,Medium,1
38.28,0.104,6.76,High,1
39.01,0.594,21.15,Low,1
18.29,0.252,53.13,Low,1
63.88,0.692,127.61,Low,0
40.59,0.437,56.63,Low,0
25.33,0.718,4.62,Medium,1
42.66,0.542,38.73,High,0
36.06,0.578,18.89,Medium,1
13.91,0.121,14.03,Medium,1
26.91,0.276,42.77,High,1
14.4,0.129,47.55,Medium,1
17.76,0.083,82.69,Medium,0
42.35,0.174,0.48,High,1
51.92,0.307,15.29,High,1
17.27,0.048,33.61,Medium,1
43.6,0.253,19.95,Low,1
34.51,0.803,30.58,High,0
24.07,0.515,10.91,Low,1
15.01,0.374,34.04,Low,0
28.83,0.476,17.61,Medium,1
18.81,0.182,43.21,Medium,0
37.97,0.022,15.77,Low,1
37.98,0.799,33.78,High,0
15.11,0.098,22.47,High,1
10.73,0.088,8.0,Medium,1
40.81,0.372,105.88,Low,0
46.12,0.632,60.65,Medium,0
15.0,0.604,90.53,Medium,0
55.75,0.585,16.53,Medium,0
3.59,0.597,29.4,Low,1
1.0,0.327,42.24,Low,1
19.95,0.322,67.47,Medium,0
34.15,0.609,46.7,Medium,0
20.96,0.21,7.81,Medium,1
42.59,0.166,1.2,Medium,1
52.03,0.062,32.78,Medium,0
25.79,0.493,39.03,Low,0
36.18,0.696,121.58,High,0
32.91,0.281,9.23,High,1
14.65,0.3,67.85,Medium,1
10.71,0.047,59.52,High,1
24.32,0.277,63.2,Medium,0
51.4,0.105,19.82,Low,0
45.45,0.07,1.08,High,1
13.73,0.109,18.72,High,1
20.93,0.335,37.79,Low,0
36.39,0.519,21.05,Medium,1
36.83,0.613,58.06,High,0
14.09,0.152,61.07,Medium,0
2.9,0.197,11.25,Medium,1
27.38,0.041,22.42,Medium,0
8.6,0.218,41.53,High,1
27.32,0.827,35.79,Medium,0
1.0,0.172,39.0,Low,1
18.2,0.354,24.43,High,1
12.13,0.042,10.69,Medium,1
35.07,0.497,20.79,Low,1
27.56,0.328,30.51,Medium,1
40.96,0.408,1.1,Medium,1
29.96,0.341,92.6,Medium,0
49.05,0.426,51.47,Medium,0
15.02,0.071,69.89,Medium,1
27.09,0.168,72.6,Medium,0
24.47,0.059,2.6,High,1
18.88,0.618,50.38,Low,0
6.88,0.445,10.41,High,1
52.9,0.207,25.88,Medium,1
33.42,0.203,30.8,Medium,1
27.1,0.07,142.36,Low,0
42.82,0.261,85.27,Low,0
10.55,0.04,20.31,High,1
55.23,0.774,83.96,Low,0
39.76,0.799,80.56,Medium,0
35.57,0.763,69.87,Low,0
12.22,0.086,94.57,Medium,1
8.46,0.018,71.69,Medium,1
51.71,0.0,28.84,High,1
35.82,0.285,23.66,Medium,1
6.59,0.068,38.05,High,1
22.09,0.0,2.54,Medium,1
18.35,0.696,20.14,High,1
40.05,0.434,28.22,Medium,1
14.96,0.062,0.0,High,1
17.43,0.154,3.66,Medium,1
45.02,0.049,19.76,Medium,1
54.89,0.11,0.0,High,1
41.34,0.64,29.17,Medium,0
48.29,0.247,13.52,Medium,1
3.38,0.087,19.67,High,1
9.44,0.164,17.67,Medium,1
14.02,0.037,11.43,High,1
12.96,0.02,13.59,High,1
38.78,0.56,82.87,Low,0
21.2,0.156,16.31,High,1
31.41,0.551,13.36,Low,1
13.94,0.273,27.61,Medium,1
36.01,0.658,102.12,Medium,0
22.66,0.667,59.78,Medium,0
42.23,0.025,32.8,Medium,1
25.16,0.396,0.0,High,1
32.08,0.167,25.01,Medium,0
44.07,0.391,63.67,Medium,0
30.45,0.504,30.06,Medium,0
9.03,0.238,2.79,High,1
40.26,0.316,6.95,High,1
49.57,0.0,4.44,High,1
12.32,0.824,22.83,Medium,1
50.81,0.784,47.07,Medium,0
29.08,0.674,32.32,Low,0
9.53,0.0,117.81,Medium,0
11.39,0.165,21.83,Medium,1
4.15,0.176,16.0,High,1
44.64,0.063,6.7,Low,1
35.44,0.465,21.09,Low,1
16.86,0.159,23.17,Medium,1
29.46,0.062,36.12,Medium,1
25.34,0.105,47.12,Medium,1
8.06,0.084,77.27,Medium,1
51.02,0.386,89.07,Low,0
18.62,0.094,2.82,High,1
62.29,0.062,0.0,Medium,1
19.07,0.183,34.54,Medium,1
34.26,0.848,49.67,Medium,0
